token,id,G1,G2,G3,G4,G5,G6,G7
accountable,23,0.13998112919550806388,0.08336434754197939723,0.14421124866391807351,0.02647788751182217348,0.16305900119742025578,0.25348217154228930292,0.18942421434706271932
accounts,24,0.00000143561617930274,0.00000118819750166196,0.00000329896540631309,0.00000248449342809465,0.99997833492368715103,0.00000205471679909602,0.00001120308699829248
accumulated,25,0.00004643898465316813,0.14727499106924216155,0.00084923924512830947,0.00074240029845062125,0.00056182278835741246,0.85016847817875595972,0.00035662943541240558
accumulation,26,0.00000006136778494414,0.00000050573724565833,0.00000204641344697406,0.00000020528243839116,0.99999577121511085132,0.00000092430637514406,0.00000048567759804515
accurate,27,0.00000016412660593092,0.00000013823018235384,0.00000089687717893852,0.00000055691582425231,0.99999760331471687635,0.00000040527054055867,0.00000023526495112393
achievable,28,0.00000160328713865625,0.00000358823699512364,0.00003769257493818793,0.99991027290567768837,0.00003120653140517141,0.00001168479173930710,0.00000395167210586463
achieve,29,0.00000118386423962468,0.00000603684061197205,0.00001215279910411994,0.00000397628410131430,0.00001676837961328383,0.99995820506542287820,0.00000167676690676175
achieved,30,0.00000044089592420666,0.00000069773209617675,0.00000106106662737320,0.00000177340356422811,0.99999454147137512017,0.00000098449119536895,0.00000050093921749019
achievement,31,0.00000056543053830630,0.00000067710697350080,0.99999292018460184117,0.00000105842804952442,0.00000066344257793931,0.00000127403479487650,0.00000284137246380535
achieving,32,0.00000086385609437268,0.00000159179418419490,0.00000343608845575228,0.00000159596506805974,0.99998626275902136040,0.00000474983136767280,0.00000149970580860476
acquire,33,0.00000019314378729265,0.00000046480902253003,0.00000256615888083643,0.00000054589657311684,0.00000150650442644874,0.99999361291905353166,0.00000111056825611015
acquiring,34,0.49996969647373395995,0.00000469467258753737,0.00001237321365089558,0.00000202284897410028,0.49999683550160289869,0.00000545149916320374,0.00000892579028730930
acres,35,0.00000045098343728666,0.00000036289298366172,0.00000318355260339385,0.00000249504124343508,0.00000039485473731125,0.00000198423748043668,0.99999112843751447599
across,36,0.24999988025581262874,0.18751541720793182821,0.12527964302984070932,0.06249289201983176251,0.06251032866679197275,0.12471091472101772379,0.18749092409877335386
act,37,0.18707696227027778568,0.00001443476007669917,0.06990559427240859713,0.11370658481942512441,0.11813678831005086645,0.06976952287420747079,0.44139011269355354905
acting,38,0.00003444975491283681,0.00001513590812418668,0.00006681912541181895,0.00003066072938443532,0.00003109477277553242,0.00002043082956298468,0.99980140887982815734
action,39,0.07152062087338022234,0.21434445345496203061,0.07148968315923451278,0.27379601325470809270,0.07169815224585684987,0.28547742489876870575,0.01167365211308969176
actions,40,0.00134526354991982297,0.29999563260351058691,0.00000252164678474327,0.10000237440509444908,0.49865884056738768448,0.00000467764743926230,0.09999068957986338713
active,41,0.49999893865771988244,0.00000543885509641937,0.00000267000723177050,0.49998024926407241830,0.00000460578483176237,0.00000454519091691726,0.00000355224013084770
actively,42,0.66666372973883947228,0.33333288541971523022,0.00000052633565957396,0.00000043683953606854,0.00000092038480293538,0.00000061758536822348,0.00000088369607850226
activities,43,0.00000087777803255000,0.50000537941101341755,0.00000169771138076581,0.00000029475494664482,0.00000133253854841634,0.49998634946239889354,0.00000406834367925884
activity,44,0.00000020878783858127,0.00000069601231949118,0.00000057414307951454,0.00000013487421333489,0.00000075252624717154,0.99999721064130664416,0.00000042301499539939
acts,45,0.00000232630550286605,0.00000133323024381164,0.00000134388987554385,0.49999037464400852837,0.00000306148671695684,0.49999925611203555054,0.00000230433161677000
actually,46,0.00004950488304760964,0.00002287639441293394,0.49354641204878801908,0.01000650695031894515,0.00042661877382632683,0.00005776414459576968,0.49589031680501050037
acute,47,0.00000012602512996552,0.00000015800631349797,0.00000072745209087673,0.00000028029703451475,0.00000045162821532215,0.99999711381406730659,0.00000114277714868083
adamantly,48,0.00029863111838266619,0.00000698308832863035,0.00001369542872341675,0.00023579532984992213,0.99807651309749489954,0.00001700098133492790,0.00135138095588537141
adapt,49,0.00000041675295595087,0.00000071227793475577,0.50000138437259900037,0.00000324253470737493,0.49998648349020063941,0.00000692313540721472,0.00000083743619506297
adaptive,50,0.00001665399345648041,0.00865370016825590602,0.00021004422251089680,0.00001615711696473722,0.99092173167433350578,0.00011196964975828630,0.00006974317472038100
add,51,0.00000452393350456894,0.00000787323994997661,0.00018684542413724656,0.00004781553875896278,0.99847254512197014531,0.00002408172221247546,0.00125631501946653606
added,52,0.00000018886661140729,0.00000038183794722731,0.00000190316279241785,0.00000167195553402853,0.00000121424058915691,0.99999388430691615870,0.00000075562960969669
adding,53,0.00000103420475463706,0.00000199564063778229,0.00002935772455417193,0.00001324367401633577,0.50001347853683397737,0.00000567175503224700,0.49993521846417088295
addition,54,0.00000029526903946066,0.49999979219653212237,0.49999016219923647641,0.00000086576107818156,0.00000587372531277004,0.00000154713432592155,0.00000146371447507918
additional,55,0.08815552441235179060,0.15831236011536847785,0.21466795421158438306,0.07151186381940535797,0.18129694264364354384,0.21417600674397355154,0.07187934805367292290
address,56,0.07995030182044510214,0.26667876791630545918,0.00003831838817683854,0.00002137730750304130,0.33339261181866913786,0.13334403449245069151,0.18657458825644965272
addressing,57,0.00149324299128767595,0.66666864768138800468,0.00001642876848780830,0.00000771580509037754,0.00004119868191639897,0.33173969633380301358,0.00003306973802682016
adhere,58,0.75566023048622743552,0.24002210053066933004,0.00088292224319482622,0.00057674992777562910,0.00210858001645348883,0.00042669257499700986,0.00032272422068230255
administer,59,0.99989352805435616212,0.00000236412366320425,0.00001248304430535882,0.00000278562670966251,0.00003966638244613341,0.00000548293781248742,0.00004368983070694709
administration,60,0.23953962090046451716,0.10175063723225565016,0.01898350142146291650,0.10778607013735047593,0.07348659960333436825,0.14106503311917226173,0.31738853758595980681
adopt,61,0.00007180327526793452,0.00002278931063751836,0.00010108450479589769,0.00011329638391744767,0.00273029186547615790,0.00003795260769318641,0.99692278205221185328
adoption,62,0.16963941035611401764,0.00022618817289870867,0.82011911439173323934,0.00820884265961389394,0.00049065615546321447,0.00038759753596904871,0.00092819072820775925
ads,63,0.00000047106018925675,0.00000037406791989567,0.00000253188321925342,0.00000220810768332292,0.99998884936413146018,0.00000117870368245491,0.00000438681317434482
adults,64,0.00001685368530485690,0.00001017694139391602,0.00339081895031345627,0.00010652561566267592,0.00002143035706712254,0.00003086447806232911,0.99642332997219562607
advance,65,0.39171494655913746685,0.00005300750593844818,0.20791874577467037155,0.00007576567435991252,0.00016942085563941245,0.40003378385780469229,0.00003432977244967855
advanced,66,0.03890576032886707003,0.16051756373584527560,0.40014877833039896871,0.00003572369709341759,0.20016750134121780169,0.20013570918232628792,0.00008896338425118611
advances,67,0.49999149269212944668,0.49988086384919927507,0.00001224817497532029,0.00000695463388983885,0.00002472116311191538,0.00000906803919884630,0.00007465144749524186
advancing,68,0.27874575787241717695,0.16214535145489356038,0.29249268271639244920,0.00005742307857587141,0.26645349427244907625,0.00007242405600531670,0.00003286654926649990
advantage,69,0.00001795792092040415,0.33337350200956777924,0.00015290410858235102,0.32951340280688501405,0.33365226888828131147,0.00004616214055150445,0.00324380212521157381
adversary,70,0.00000035324527218431,0.00000005440119450068,0.00000004226068713881,0.00000048972332069432,0.99999891141084151780,0.00000011271662954691,0.00000003624205431731
advertising,71,0.00000207477832489910,0.00000648330008588967,0.00002477863576531934,0.99988210201655680631,0.00001087498164612278,0.00000959701006910227,0.00006408927755175543
advise,72,0.99999038410843055225,0.00000027695823450575,0.00000136149178404598,0.00000086339175588953,0.00000336969838399418,0.00000076998094541326,0.00000297437046569969
advisors,73,0.00004282095643589349,0.99856027164286087494,0.00001542098583651556,0.00001216671800538158,0.00002795716259811672,0.00125240111440644720,0.00008896141985674275
advocacy,74,0.00055739086791765230,0.00016257905860453972,0.10542828285058000737,0.00004883892917813361,0.00014618220211254858,0.00030515174165807705,0.89335157434994905135
advocate,75,0.00000761474916706429,0.00000089350659214605,0.49998449581264070574,0.00000125235681772722,0.00000165746377735413,0.49999742203251995587,0.00000666407848502919
advocates,76,0.00000227787430819594,0.00000025780873463834,0.00000079171124569200,0.00000029708807822657,0.00000064892494982825,0.99999276397899183877,0.00000296261369153359
affairs,77,0.00000764150751289271,0.00000255139614253847,0.00000048468247904273,0.00000069158087019067,0.00000098346856021034,0.00000162608294302558,0.99998602128149216561
affect,78,0.00000823838174433259,0.00001627088450078740,0.00009917603160989678,0.49998993864332991199,0.23406477370935455107,0.01582231262456059578,0.24999928972489990353
affected,79,0.00000122273972398394,0.33333242865026813107,0.33333424955903984133,0.00000227772448299089,0.00000344929804221494,0.00000286950543781884,0.33332350252300507742
affects,80,0.00000011665121693244,0.00000026851140313586,0.99999700054013862527,0.00000044560525721842,0.00000120553426551930,0.00000051108330087283,0.00000045207441759943
affiliates,81,0.66672826646225125113,0.00000839754343837799,0.00000373606631603270,0.00000295186482240695,0.00000594025370440230,0.33323105855361656591,0.00001964925585095444
affirm,82,0.00001107544831074012,0.00000051041395854528,0.00000209458155569068,0.00000477255631285203,0.99997858631190639223,0.00000144526722654660,0.00000151542072927121
afford,83,0.00000309718727092740,0.00000205965345367545,0.78521785380229469631,0.01434225790769340717,0.00003458972616286986,0.00000776573054007395,0.20039237599258435951
affordability,84,0.00000005799071005682,0.00000021554054855872,0.00000457090282683056,0.00000014444372179359,0.00000047511546993179,0.00000074496258643137,0.99999379104413643748
affordable,85,0.06175173389904244081,0.00000537861634443965,0.18772208530084363853,0.00033735018028323033,0.06222007816004056918,0.00090044391481517078,0.68706292992863049474
affront,86,0.00004867868059134378,0.00000230508842852616,0.00000486915947006131,0.00003640070869026334,0.00005072204462537981,0.00000635459554425782,0.99985066972265013163
afghan,87,0.50103273621452648623,0.01441729435602137795,0.00004159629338795316,0.48406015614763275856,0.00022603749299875998,0.00011498826300859544,0.00010719123242402421
afghanistan,88,0.36501904370886473217,0.23547382519288717617,0.00000409244452465021,0.05850440009679423736,0.34096637295510362486,0.00002472215669833494,0.00000754344512732892
afghans,89,0.00005137715767097952,0.00000144606640113750,0.00000143685925028506,0.00000553396604267054,0.99993476699234618010,0.00000206805973067542,0.00000337089855805083
africa,90,0.18076723188338636450,0.72762230262964922023,0.00032071262392931979,0.00001131773176540530,0.00089684678914842995,0.09037624665544012614,0.00000534168668127858
african,91,0.25013646281766444002,0.50060356641631442720,0.02207680182585912768,0.00009953794625915078,0.00021631026290239118,0.22674501122207138537,0.00012230950892914597
aftermath,92,0.00000187699202489589,0.00000037732176212329,0.00000008466153492540,0.00000133730856487242,0.00000078643911306935,0.99999525462497096395,0.00000028265202916937
age,93,0.00038138203309818179,0.00022449648629947505,0.00041578922013130735,0.34566306603734059388,0.00025788387911092000,0.00031529548166901267,0.65274208686235046795
agencies,94,0.00002813622395548325,0.00004492227844856437,0.16667466915572962116,0.00004170405563623319,0.35384955047222704794,0.16673392440398096537,0.31262709341002209440
agency,95,0.00000141761394125577,0.00000182151401042684,0.00000094889765738463,0.00000028190009499239,0.00000098107364045049,0.00000231938553128199,0.99999222961512412855
agenda,96,0.00000159910030095431,0.99999444461319553223,0.00000035637778842057,0.00000048691287688254,0.00000115142428486660,0.00000076790534634458,0.00000119366620701226
agent,97,0.00000064265263389637,0.00000070168539609185,0.00000040839788188944,0.00000090842231192638,0.99999558430013979482,0.00000073934713896254,0.00000101519449751244
ages,98,0.99952304510678691152,0.00002340551997806837,0.00030989607781867743,0.00009500482864952201,0.00001325531540149722,0.00001344544933591638,0.00002194770202936259
aggression,99,0.00000245356862919527,0.99999504517652360036,0.00000012033848463243,0.00000029377846315772,0.00000157343097869989,0.00000039493314573793,0.00000011877377510130
aggressive,100,0.00000118664759027237,0.00000105894757605052,0.00000186057924075756,0.49998901927876371332,0.00000863134133744627,0.49999748730986920409,0.00000075589562254766
aggressively,101,0.00090101383313514962,0.78785951572519663522,0.00080399141428617545,0.00145843727638207232,0.00245473052021720050,0.00058710996799158656,0.20593520126279113436
agile,102,0.00000020899694461242,0.00000064668477414113,0.00000152917955639080,0.00000052425544082268,0.99999580447920033421,0.00000087327336167677,0.00000041313072196225
ago,103,0.19999368877203843597,0.00000040363181312766,0.00000095036477396254,0.60000765774593201041,0.19999561652297731529,0.00000109037744111006,0.00000059258502397842
agreement,104,0.28571440315044333014,0.42857204232328360849,0.00000015801892627984,0.00000015655973616239,0.14285541023569528485,0.14285713799106961042,0.00000069172084565930
agreements,105,0.01273787884952701753,0.86219595423925199373,0.12500052480328702198,0.00000171952392513619,0.00001035441676941406,0.00001974696949319844,0.00003382119774617055
agricultural,106,0.00067066487230229449,0.00003636208466232679,0.01288130071480602344,0.00001318516549322553,0.00001310968928079359,0.18688090666432477516,0.79950447080913056297
agriculture,107,0.00000081727518037314,0.00000174048978937739,0.14283680249938746076,0.00000035400437042734,0.00000044211314817237,0.14284766794710732074,0.71431217567101679133
ahead,108,0.19999650050575493165,0.19999729086036557857,0.00000065529071374346,0.40000452297140431934,0.00000182797284156934,0.19999879319900293329,0.00000040919991696513
aid,109,0.00000114191938670918,0.00000039870329200832,0.00000201326378707705,0.00000065063100398609,0.00000228273614939499,0.49999928738914806159,0.49999422535723275773
aids,110,0.00000795971774052248,0.00005956110636044949,0.37164803974029347877,0.00001039558403470383,0.00001565752772201235,0.62494859364343158248,0.00330979268041720802
aimed,111,0.00000051397469419712,0.33333078667520638083,0.00000144193601376066,0.00000045309128658860,0.00000155923030955817,0.66666378284526894848,0.00000146224722052627
air,112,0.00000179511129922535,0.00000166103595129749,0.71427683454529000695,0.00000086532335591215,0.00000183350520044347,0.28571588615209053685,0.00000112432681255054
airman,113,0.00000143388270241096,0.00000041655576698446,0.00000117711273598363,0.00000367850497574798,0.99998877124844431918,0.00000114503542914570,0.00000337765994540397
airports,114,0.00001532389037386001,0.00003612533350298281,0.33246875945392295737,0.33329392003191882221,0.00001400309330966215,0.00003455930250715192,0.33413730889446457972
al,115,0.61505369724617031668,0.02431338114791647617,0.00001325590009769704,0.10044194819243640326,0.07465973642462475635,0.18549662865776100906,0.00002135243099335934
alaska,116,0.66630450613131619875,0.00003813457120089704,0.00000833332858962535,0.00001061587147931516,0.00000871530030624297,0.00001483033239335918,0.33361486446471438905
alcohol,117,0.00012917785646237797,0.00000681765773541804,0.00006355095399499052,0.00002996568840051915,0.00002293306489789508,0.00002000537718198822,0.99972754940132690926
alike,118,0.00000067182813133519,0.00000020131204114755,0.00000096662838057587,0.00000559774330858037,0.99999157667377946979,0.00000036474145871016,0.00000062107290019676
alley,119,0.00000029568174025779,0.00000024719048969324,0.00000054147768310920,0.99999792633292761135,0.00000029545424497912,0.00000026223643656139,0.00000043162647767535
alliance,120,0.00001075305964480925,0.00000258672701315366,0.00000029701990250191,0.00000087408601914730,0.99998241115691888226,0.00000177760361528690,0.00000130034688610957
alliances,121,0.56390711660384063020,0.28576583237127295423,0.00000453837950248101,0.14285432590933849761,0.00002800409477411268,0.00742742606129668820,0.00001275657997463436
allies,122,0.44374979608591452740,0.11111367052994375326,0.00000044479890839816,0.05555688555357482517,0.27846590283083255679,0.11111266291975392673,0.00000063728107201906
allocating,123,0.00000053242126843375,0.00000045849938834614,0.99998377798413096151,0.00000240927410385684,0.00000323790184312478,0.00000200787341713579,0.00000757604584822748
allow,124,0.21865891935823542069,0.00001084759986229885,0.38074586676976529542,0.20004759550342482433,0.20043062050980239852,0.00004468232861407342,0.00006146793029572525
allowed,125,0.33336714444623555265,0.00000184576159927121,0.33334035805148487519,0.00001191004988067548,0.00001925948604159860,0.33325473849033382390,0.00000474371442428307
allowing,126,0.00000024294421341139,0.19999722734089586673,0.20000108373188635325,0.00000061842562974666,0.40000149363842207872,0.19999883621896713537,0.00000049769998541240
allows,127,0.00005385149154579678,0.00008893856478036902,0.82252752979349386120,0.17576747104374418340,0.00105912957793395765,0.00023828211241346225,0.00026479741608832232
almost,128,0.37711294137539314031,0.11793184091867948970,0.00052037164297817531,0.00317599939530011522,0.00051129613324273819,0.50051325366093546432,0.00023429687347095303
alone,129,0.50106527947861978500,0.00000808742436513766,0.00002878582902583429,0.00026479056761139527,0.00003366975531991246,0.49858422180213546326,0.00001516514292251772
alongside,130,0.24999740518295796021,0.74999850558145619850,0.00000021626032970046,0.00000266701763464537,0.00000056906458261192,0.00000044985770710288,0.00000018703533184466
already,131,0.07142144137984403340,0.14287218401979903670,0.07127214621649412274,0.28582845172959853164,0.21353556955152588892,0.00002056106574350917,0.21504964603699491810
also,132,0.09786302044666618516,0.27214323406310675368,0.14352905474428018229,0.12144308994732791462,0.20073911883986475524,0.07271015220743190510,0.09157232975132242880
alternatives,133,0.00000013072010946888,0.00000026224122611168,0.00000218561115263110,0.00000017107749357870,0.00000091851184727590,0.99999522172496746464,0.00000111011320337224
although,134,0.99998447586776251228,0.00000115508940404205,0.00000109097893326579,0.00000749138535120351,0.00000413526705752030,0.00000112162097890712,0.00000052979051253375
altogether,135,0.00000309364717607488,0.00000137339387738819,0.49999887561604927644,0.00010724545453017449,0.49988305110073555371,0.00000304475366102897,0.00000331603397057241
always,136,0.00037498930943378946,0.10000012529872386036,0.00002937891404751138,0.48185715615050439542,0.21782001197391487324,0.00000656187164188186,0.19991177648173380499
amazing,137,0.00000031451634497194,0.00000025265412702593,0.00000080818589671940,0.99999651939856826210,0.00000069773801084453,0.00000107272861582400,0.00000033477843627873
ambassador,138,0.00013710905934883043,0.00002799621319960683,0.00000190443429450285,0.00000928530038405229,0.00001009097458731403,0.00001606880014860222,0.99979754521803709810
ambitious,139,0.00000044603571638146,0.00000034621465069630,0.00000143458017667097,0.00000252053855352009,0.99999322325103245923,0.00000088813256676778,0.00000114124730359665
amendment,140,0.00023272863803554470,0.00002475074567072965,0.00009431993285680187,0.00005804522947125078,0.75634878286659146251,0.00009536689647280390,0.24314600569090136228
amendments,141,0.66221264487347908378,0.00007724803881048323,0.00025622090679603603,0.00009585557395957874,0.33493585997813363209,0.00032380073127123086,0.00209836989754984922
america,142,0.09474432489189461848,0.12007408131381838712,0.17489182486872287270,0.28027138446809640726,0.09422531068453485203,0.15073745227931403812,0.08505562149361887980
american,143,0.15928915704756649308,0.21270190325924151487,0.07186168451371967303,0.18483067445583989397,0.10246724897088688166,0.14575744300980558732,0.12309188874293996996
americans,144,0.08606769368155736677,0.05098183844509137502,0.18617518353597489744,0.29891133436527517198,0.10491854526555302596,0.12701289260842379969,0.14593251209812449498
americas,145,0.00000002796211662493,0.99999992817984173499,0.00000000462128928125,0.00000001036632749567,0.00000000497454405322,0.00000001888272463542,0.00000000501315622109
americorps,146,0.99994741405077425256,0.00000091584114405614,0.00000954369833046229,0.00000090328618785482,0.00000077332682254151,0.00000323682072514485,0.00003721297601558091
among,147,0.39878601398658858335,0.20002152452958060769,0.20098970208415872785,0.00007962704934699971,0.20007674745230646929,0.00002306539681076277,0.00002331950120790535
analysis,148,0.00000332369361923463,0.00001173955030654730,0.00001126695230462754,0.00000211074934673564,0.00001990551548609282,0.00001456620011220405,0.99993708733882469275
anchor,149,0.00000025563036077078,0.99999742866413676712,0.00000027042556657626,0.00000099121957744851,0.00000030871444128436,0.00000047091012456778,0.00000027443579241974
announced,150,0.00000083287348719910,0.99999524393503103070,0.00000033219469318194,0.00000102966298613879,0.00000081126203653062,0.00000084565032108103,0.00000090442144483494
annual,151,0.20000609793111726042,0.00003779108511304146,0.00003379213370152460,0.19938009501869616291,0.20004032915498556888,0.00003501801622207816,0.40046687666016439477
another,152,0.00010598387596088434,0.14296728715088752315,0.26046385647951775244,0.28701793895579197358,0.12846517334426973966,0.15721578291971424757,0.02376397727385775455
answer,153,0.00000079200511472395,0.00000051722113519673,0.00000090006708281962,0.49999673558972540510,0.49999987646076005099,0.00000045480188418692,0.00000072385429756503
anti,154,0.00000196930560472855,0.00000031011346788745,0.00000012586032830206,0.00000030028885912593,0.00000174117749382816,0.99999524981054677131,0.00000030344369931206
anyone,155,0.00000740091875887661,0.00000078249023523800,0.00001010259508553704,0.99884869013668464710,0.00112166267789569449,0.00000294491007312424,0.00000841627126676639
applauded,156,0.00001013188113736645,0.00000092736247660285,0.00000157931220280890,0.99997160868649470622,0.00000519426505299593,0.00000249318405410986,0.00000806530858126627
apply,157,0.00000296085966127827,0.00000121558669405816,0.00001547270061368420,0.99995005942811254762,0.00001758554287847611,0.00000353173588909496,0.00000917414615091440
appointed,158,0.99999760068835097382,0.00000025154272362016,0.00000011069395689308,0.00000036511557915143,0.00000030764155568370,0.00000033594325679649,0.00000102837457700362
appointees,159,0.00006064496250677816,0.00000259402628213047,0.00000395500603932001,0.00009122073137477191,0.00000936029708683584,0.00000829825844459681,0.99982392671826547659
appreciate,160,0.00000341192776759118,0.49998225557770553662,0.00001728099591245323,0.00008195315394948851,0.00002231786971187597,0.00000286979492820387,0.49988991068002491813
apprehend,161,0.00000042065092355502,0.00000003945495904968,0.00000015010973918087,0.00000096227734395751,0.99999812911898855461,0.00000013509436959581,0.00000016329367595949
apprenticeship,162,0.00000088049930478164,0.00000118902093792078,0.99992926464611442405,0.00000453448666879696,0.00000107236438836653,0.00000179083320195674,0.00006126814938370871
approach,163,0.09090713424801576126,0.00043964393813074006,0.27245286927597661686,0.18187013119235570513,0.27232764666627651273,0.09092380951944982470,0.09107876515979489163
approached,164,0.00000512250325050907,0.00000169528659922576,0.99995748419275043428,0.00002378209388848993,0.00000694375780066891,0.00000280552757546946,0.00000216663813509074
approaches,165,0.00000199455782676653,0.00000455573495255551,0.00001302518669735016,0.00000576926757731085,0.50002326623552562079,0.00000687675444098154,0.49994451226297947910
appropriate,166,0.00011423665518193373,0.00014079062499285728,0.50207696478003571716,0.04890774265302125223,0.00159283724625674280,0.00039458190422140518,0.44677284613629014709
approval,167,0.00000215040151855576,0.00000053969091177239,0.49999016693747461160,0.00000083243053040037,0.00000152508150065722,0.49999888975473333330,0.00000589570333072790
approved,168,0.00020810652012643924,0.00009489372737680068,0.00017259795270903888,0.49368937151942288155,0.00221964988456620216,0.00032041328699068076,0.50329496710880794463
approximately,169,0.00010200222508267139,0.00019922243591492060,0.03045488207124220220,0.00028509474532408945,0.00015172635468382981,0.00028436243551790334,0.96852270973223431039
arab,170,0.99999921127327173753,0.00000048693870961068,0.00000003024938124432,0.00000007679698657674,0.00000005864357840468,0.00000009129908117143,0.00000004479899122007
arbitrarily,171,0.00019481378873694062,0.00005454235714982653,0.00018131292046808149,0.00406060547095694370,0.00053600101986011966,0.00009212202202377301,0.99488060242080422757
architecture,172,0.00319794497219232738,0.99665226386353211740,0.00003080223584886656,0.00001510852009345687,0.00001556095523549107,0.00004113912021457571,0.00004718033288330033
arctic,173,0.00000290691976937358,0.00000753696864592601,0.99997776042346897540,0.00000199794668563928,0.00000345185640520721,0.00000498685989094030,0.00000135902513403864
areas,174,0.00000067533637368302,0.25000193753140670383,0.00000424887547864727,0.00000051338107741908,0.24999539060207928709,0.24999976558406386551,0.24999746868952041345
argue,175,0.00000179143999944434,0.00000020045739455626,0.00000098631413434425,0.99999175135324214203,0.00000393788699234964,0.00000056812456043263,0.00000076442367677136
arguing,176,0.50004895013933203796,0.00000333981285313747,0.00000708634200128442,0.49961449680003666707,0.00003945193631354419,0.00027528146556378327,0.00001139350389944743
argument,177,0.00000094219742063827,0.00000011741255581044,0.00000025669418414948,0.00000246548233092480,0.99999570257921543970,0.00000026037436779383,0.00000025525992526131
arises,178,0.99997417640106767145,0.00000183281219139045,0.00000591887641532001,0.00000478838627954623,0.00000915647732876624,0.00000265804298148031,0.00000146900373580091
armed,179,0.00059175975457280146,0.00006977510709568222,0.00002680999305014910,0.00006876181092744934,0.44723058239894925014,0.55194966396918598850,0.00006264696621879949
arms,180,0.00002120317558515367,0.25014851837402474199,0.00000740108704804468,0.24997005462008053955,0.25004756437761643806,0.24977131854151843338,0.00003393982412666893
around,181,0.14150605170168520375,0.08699550187480985242,0.12955322391628867895,0.29283358615846211137,0.00003776713552699997,0.17519410494790041422,0.17387976426532672503
arsenal,182,0.00000224637212060848,0.33335181213481551721,0.00000125928771063627,0.00000435691758724699,0.66663521629755884135,0.00000349422095746334,0.00000161476924985533
art,183,0.00002863977666519443,0.00006130851498567180,0.00007133108876524298,0.00584172582602562190,0.00002676795788747593,0.00006691388237173877,0.99390331295329903405
article,184,0.00000164794882691845,0.00000100221735278469,0.00000084385307146774,0.00000179134242411774,0.99999153163866461025,0.00000125588018023864,0.00000192711947984268
