file,n_token,n_type,n_sent,n_groups,mean_seq_len,mean_seq_sent_len
39_pp_wostw.txt,657,446,12,7,93.85714285714286,1.7142857142857142
3_pp_wostw.txt,1217,799,25,9,135.22222222222223,2.7777777777777777
40_pp_wostw.txt,685,462,16,6,114.16666666666667,2.6666666666666665
41_pp_wostw.txt,133,104,4,3,44.333333333333336,1.3333333333333333
42_pp_wostw.txt,1783,942,49,10,178.3,4.9
43_pp_wostw.txt,771,499,10,6,128.5,1.6666666666666667
44_pp_wostw.txt,1421,854,40,14,101.5,2.857142857142857
45_pp_wostw.txt,506,363,12,7,72.28571428571429,1.7142857142857142
46_pp_wostw.txt,1448,833,29,9,160.88888888888889,3.2222222222222223
47_pp_wostw.txt,702,486,13,8,87.75,1.625
48_pp_wostw.txt,530,352,17,8,66.25,2.125
49_pp_wostw.txt,253,184,7,3,84.33333333333333,2.3333333333333335
4_pp_wostw.txt,239,177,11,7,34.142857142857146,1.5714285714285714
50_pp_wostw.txt,1644,912,44,10,164.4,4.4
51_pp_wostw.txt,226,157,4,4,56.5,1.0
52_pp_wostw.txt,1427,809,28,8,178.375,3.5
53_pp_wostw.txt,1237,720,33,9,137.44444444444446,3.6666666666666665
54_pp_wostw.txt,637,415,21,8,79.625,2.625
55_pp_wostw.txt,106,85,3,2,53.0,1.5
56_pp_wostw.txt,2019,1059,46,11,183.54545454545453,4.181818181818182
57_pp_wostw.txt,532,333,11,7,76.0,1.5714285714285714
58_pp_wostw.txt,1124,680,35,11,102.18181818181819,3.1818181818181817
59_pp_wostw.txt,659,434,11,6,109.83333333333333,1.8333333333333333
5_pp_wostw.txt,415,287,14,7,59.285714285714285,2.0
60_pp_wostw.txt,966,606,17,9,107.33333333333333,1.8888888888888888
61_pp_wostw.txt,551,324,18,10,55.1,1.8
62_pp_wostw.txt,254,167,8,4,63.5,2.0
63_pp_wostw.txt,3512,1594,98,9,390.22222222222223,10.88888888888889
64_pp_wostw.txt,695,471,17,8,86.875,2.125
65_pp_wostw.txt,1505,861,32,8,188.125,4.0
66_pp_wostw.txt,1556,894,40,11,141.45454545454547,3.6363636363636362
67_pp_wostw.txt,983,593,32,5,196.6,6.4
68_pp_wostw.txt,484,316,14,8,60.5,1.75
69_pp_wostw.txt,339,219,13,8,42.375,1.625
6_pp_wostw.txt,240,181,7,6,40.0,1.1666666666666667
70_pp_wostw.txt,946,661,21,8,118.25,2.625
71_pp_wostw.txt,1248,731,29,9,138.66666666666666,3.2222222222222223
72_pp_wostw.txt,678,451,19,10,67.8,1.9
73_pp_wostw.txt,843,537,31,9,93.66666666666667,3.4444444444444446
74_pp_wostw.txt,709,425,14,8,88.625,1.75
75_pp_wostw.txt,790,498,23,10,79.0,2.3
76_pp_wostw.txt,413,289,12,6,68.83333333333333,2.0
77_pp_wostw.txt,1347,744,31,9,149.66666666666666,3.4444444444444446
78_pp_wostw.txt,227,163,5,2,113.5,2.5
79_pp_wostw.txt,1880,973,37,11,170.9090909090909,3.3636363636363638
7_pp_wostw.txt,2621,1398,65,9,291.22222222222223,7.222222222222222
80_pp_wostw.txt,1620,824,45,12,135.0,3.75
81_pp_wostw.txt,808,508,21,9,89.77777777777777,2.3333333333333335
82_pp_wostw.txt,1518,820,36,9,168.66666666666666,4.0
83_pp_wostw.txt,998,614,23,9,110.88888888888889,2.5555555555555554
84_pp_wostw.txt,1823,1025,44,11,151.91666666666666,3.6666666666666665
85_pp_wostw.txt,581,376,14,9,64.55555555555556,1.5555555555555556
86_pp_wostw.txt,1838,1010,49,13,141.3846153846154,3.769230769230769
87_pp_wostw.txt,228,163,5,3,76.0,1.6666666666666667
88_pp_wostw.txt,1948,1084,60,9,216.44444444444446,6.666666666666667
89_pp_wostw.txt,2234,1051,47,7,319.14285714285717,6.714285714285714
8_pp_wostw.txt,1513,870,26,10,137.54545454545453,2.3636363636363638
90_pp_wostw.txt,1183,698,14,8,147.875,1.75
91_pp_wostw.txt,720,435,29,8,90.0,3.625
92_pp_wostw.txt,938,569,30,9,104.22222222222223,3.3333333333333335
93_pp_wostw.txt,618,416,12,8,77.25,1.5
94_pp_wostw.txt,998,607,17,8,124.75,2.125
95_pp_wostw.txt,444,310,9,7,63.42857142857143,1.2857142857142858
96_pp_wostw.txt,601,431,17,8,75.125,2.125
97_pp_wostw.txt,945,648,27,9,105.0,3.0
98_pp_wostw.txt,2473,1190,62,9,274.77777777777777,6.888888888888889
99_pp_wostw.txt,1122,654,30,10,112.2,3.0
9_pp_wostw.txt,1501,877,36,9,150.1,3.6
Mean_values,785.5,492.0,19.0,8.0,100.75,2.5
