file,n_token,n_type,n_sent,n_groups,mean_seq_len,mean_seq_sent_len
47_pp_wostw.txt,4193,1898,74,10,419.3,7.4
48_pp_wostw.txt,4240,1754,89,12,353.3333333333333,7.416666666666667
49_pp_wostw.txt,2477,1282,78,15,165.13333333333333,5.2
4_pp_wostw.txt,3583,1799,87,11,298.5833333333333,7.25
50_pp_wostw.txt,1142,622,37,11,103.81818181818181,3.3636363636363638
51_pp_wostw.txt,1614,956,52,12,134.5,4.333333333333333
52_pp_wostw.txt,1550,887,50,12,129.16666666666666,4.166666666666667
53_pp_wostw.txt,4786,1969,104,13,319.06666666666666,6.933333333333334
54_pp_wostw.txt,3540,1691,74,11,321.8181818181818,6.7272727272727275
55_pp_wostw.txt,3289,1626,78,16,205.5625,4.875
56_pp_wostw.txt,4585,2087,92,14,327.5,6.571428571428571
57_pp_wostw.txt,2204,1187,24,10,220.4,2.4
58_pp_wostw.txt,1990,1096,59,15,132.66666666666666,3.933333333333333
59_pp_wostw.txt,1973,1046,50,14,131.53333333333333,3.3333333333333335
5_pp_wostw.txt,4225,1921,102,12,325.0,7.846153846153846
60_pp_wostw.txt,3206,1619,78,13,246.6153846153846,6.0
61_pp_wostw.txt,2822,1477,73,19,148.52631578947367,3.8421052631578947
62_pp_wostw.txt,2843,1427,59,14,203.07142857142858,4.214285714285714
63_pp_wostw.txt,1169,694,42,10,116.9,4.2
64_pp_wostw.txt,3848,1751,73,12,296.0,5.615384615384615
65_pp_wostw.txt,2262,1284,65,17,133.05882352941177,3.823529411764706
66_pp_wostw.txt,1959,1173,47,12,163.25,3.9166666666666665
67_pp_wostw.txt,2708,1290,51,13,193.42857142857142,3.642857142857143
68_pp_wostw.txt,1875,978,49,12,156.25,4.083333333333333
69_pp_wostw.txt,1400,763,39,9,155.55555555555554,4.333333333333333
6_pp_wostw.txt,4232,1995,90,13,325.53846153846155,6.923076923076923
70_pp_wostw.txt,2363,1192,56,9,262.55555555555554,6.222222222222222
71_pp_wostw.txt,5527,2460,135,22,251.22727272727272,6.136363636363637
72_pp_wostw.txt,2515,1305,40,14,179.64285714285714,2.857142857142857
73_pp_wostw.txt,1992,1119,55,11,181.0909090909091,5.0
74_pp_wostw.txt,2687,1269,64,17,158.05882352941177,3.764705882352941
75_pp_wostw.txt,2067,1074,59,9,229.66666666666666,6.555555555555555
76_pp_wostw.txt,1925,1129,47,12,160.41666666666666,3.9166666666666665
77_pp_wostw.txt,6704,2559,127,13,515.6923076923077,9.76923076923077
78_pp_wostw.txt,2963,1540,78,17,164.61111111111111,4.333333333333333
79_pp_wostw.txt,1385,851,41,11,125.9090909090909,3.727272727272727
7_pp_wostw.txt,4071,1798,117,18,214.26315789473685,6.157894736842105
80_pp_wostw.txt,4135,2038,86,16,258.4375,5.375
81_pp_wostw.txt,1522,837,40,13,117.07692307692308,3.076923076923077
82_pp_wostw.txt,1625,964,50,15,108.33333333333333,3.3333333333333335
83_pp_wostw.txt,3035,1508,75,14,216.78571428571428,5.357142857142857
84_pp_wostw.txt,1833,931,51,14,130.92857142857142,3.642857142857143
85_pp_wostw.txt,4456,1892,96,14,297.06666666666666,6.4
86_pp_wostw.txt,2595,1356,36,11,235.9090909090909,3.272727272727273
87_pp_wostw.txt,2307,1259,59,12,192.25,4.916666666666667
88_pp_wostw.txt,2175,1220,42,13,167.30769230769232,3.230769230769231
89_pp_wostw.txt,1374,784,37,13,105.6923076923077,2.8461538461538463
8_pp_wostw.txt,3516,1554,62,14,251.14285714285714,4.428571428571429
90_pp_wostw.txt,2448,1407,77,15,163.2,5.133333333333334
91_pp_wostw.txt,2483,1331,58,14,177.35714285714286,4.142857142857143
92_pp_wostw.txt,1477,836,35,12,123.08333333333333,2.9166666666666665
93_pp_wostw.txt,1718,971,39,12,143.16666666666666,3.25
94_pp_wostw.txt,2346,1255,27,13,180.46153846153845,2.076923076923077
95_pp_wostw.txt,3748,1793,91,17,197.26315789473685,4.7894736842105265
96_pp_wostw.txt,4646,1964,82,13,357.38461538461536,6.3076923076923075
97_pp_wostw.txt,568,368,17,6,94.66666666666667,2.8333333333333335
98_pp_wostw.txt,7544,2919,106,17,419.1111111111111,5.888888888888889
99_pp_wostw.txt,2737,1315,66,10,273.7,6.6
9_pp_wostw.txt,2793,1392,62,15,186.2,4.133333333333334
Mean_values,2819.0,1435.5,64.0,13.0,207.68303571428572,4.644736842105264
