file,n_token,n_type,n_sent,n_groups,mean_seq_len,mean_seq_sent_len
163_pp_wostw.txt,769,433,74,4,192.25,18.5
164_pp_wostw.txt,2077,774,200,4,519.25,50.0
165_pp_wostw.txt,1006,532,102,4,251.5,25.5
166_pp_wostw.txt,1517,707,133,4,379.25,33.25
167_pp_wostw.txt,7684,1925,642,9,853.7777777777778,71.33333333333333
168_pp_wostw.txt,567,329,47,4,141.75,11.75
169_pp_wostw.txt,311,204,34,4,77.75,8.5
170_pp_wostw.txt,518,312,46,4,129.5,11.5
171_pp_wostw.txt,1275,594,135,4,318.75,33.75
172_pp_wostw.txt,1080,460,114,4,270.0,28.5
173_pp_wostw.txt,1658,797,157,4,414.5,39.25
174_pp_wostw.txt,522,336,46,4,130.5,11.5
175_pp_wostw.txt,746,423,77,4,186.5,19.25
176_pp_wostw.txt,988,515,110,4,247.0,27.5
177_pp_wostw.txt,1003,599,87,4,250.75,21.75
178_pp_wostw.txt,942,428,117,4,235.5,29.25
179_pp_wostw.txt,1288,673,127,2,644.0,63.5
180_pp_wostw.txt,1042,508,80,4,260.5,20.0
181_pp_wostw.txt,790,351,62,4,197.5,15.5
182_pp_wostw.txt,637,342,56,4,159.25,14.0
183_pp_wostw.txt,687,377,56,4,171.75,14.0
184_pp_wostw.txt,635,346,64,4,158.75,16.0
185_pp_wostw.txt,1006,519,107,3,335.3333333333333,35.666666666666664
186_pp_wostw.txt,1167,658,108,4,291.75,27.0
187_pp_wostw.txt,1800,816,172,3,600.0,57.333333333333336
188_pp_wostw.txt,402,263,42,3,134.0,14.0
189_pp_wostw.txt,407,246,40,4,101.75,10.0
190_pp_wostw.txt,1883,917,168,4,470.75,42.0
191_pp_wostw.txt,712,405,60,4,178.0,15.0
192_pp_wostw.txt,1379,699,142,4,344.75,35.5
193_pp_wostw.txt,1598,660,130,4,399.5,32.5
194_pp_wostw.txt,1203,500,120,4,300.75,30.0
195_pp_wostw.txt,549,273,62,4,137.25,15.5
196_pp_wostw.txt,1863,698,120,4,465.75,30.0
197_pp_wostw.txt,1413,670,147,4,353.25,36.75
198_pp_wostw.txt,796,427,80,3,265.3333333333333,26.666666666666668
199_pp_wostw.txt,700,382,60,4,175.0,15.0
200_pp_wostw.txt,1466,722,140,4,366.5,35.0
201_pp_wostw.txt,557,377,50,4,139.25,12.5
202_pp_wostw.txt,1079,559,100,4,269.75,25.0
203_pp_wostw.txt,763,467,70,4,190.75,17.5
204_pp_wostw.txt,887,458,88,4,221.75,22.0
205_pp_wostw.txt,734,423,58,4,183.5,14.5
206_pp_wostw.txt,2659,1352,210,4,664.75,52.5
207_pp_wostw.txt,2095,1044,239,4,523.75,59.75
208_pp_wostw.txt,1776,800,140,4,444.0,35.0
209_pp_wostw.txt,1517,817,123,4,379.25,30.75
210_pp_wostw.txt,2382,1043,206,4,595.5,51.5
211_pp_wostw.txt,835,503,79,4,208.75,19.75
212_pp_wostw.txt,5174,1814,438,4,1293.5,109.5
213_pp_wostw.txt,997,588,99,4,249.25,24.75
214_pp_wostw.txt,6447,2053,682,9,716.3333333333334,75.77777777777777
215_pp_wostw.txt,764,543,80,4,191.0,20.0
216_pp_wostw.txt,1785,925,146,4,446.25,36.5
217_pp_wostw.txt,1899,890,184,6,316.5,30.666666666666668
218_pp_wostw.txt,1612,782,153,4,403.0,38.25
219_pp_wostw.txt,1386,820,119,4,346.5,29.75
220_pp_wostw.txt,2760,1194,231,7,394.2857142857143,33.0
221_pp_wostw.txt,1266,627,83,4,316.5,20.75
222_pp_wostw.txt,1280,640,104,3,426.6666666666667,34.666666666666664
223_pp_wostw.txt,1386,674,84,3,462.0,28.0
224_pp_wostw.txt,2613,1177,182,5,522.6,36.4
225_pp_wostw.txt,2173,835,237,4,543.25,59.25
226_pp_wostw.txt,6453,2153,648,2,3226.5,324.0
Mean_values,1230.0,610.0,113.0,4.0,330.0,30.0
